City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
698,South River,US,40.4465,-74.386,85.37,52,2,4.0,clear sky
699,Zhanakorgan,KZ,43.9098,67.2495,72.01,18,0,7.2,clear sky
700,Kaeo,NZ,-35.1,173.7833,46.33,95,15,3.87,few clouds
701,Zonguldak,TR,41.25,31.8333,52.12,88,75,0.94,broken clouds
702,Vangaindrano,MG,-23.35,47.6,66.92,92,29,4.94,light rain
703,Pilar,BR,-9.5972,-35.9567,80.53,70,60,9.53,broken clouds
704,La Ronge,CA,55.1001,-105.2842,55.65,41,75,5.75,broken clouds
705,Babai,IN,22.7,77.9333,73.0,98,100,5.88,light rain
706,Solnechnyy,RU,50.7214,136.6319,44.76,83,100,7.9,overcast clouds
707,Letterkenny,IE,54.95,-7.7333,62.49,82,100,10.0,overcast clouds
708,Antalaha,MG,-14.9003,50.2788,69.85,94,100,8.41,moderate rain
709,Shingu,JP,33.7333,135.9833,70.68,96,100,18.23,light rain
710,Naze,JP,28.3667,129.4833,77.92,84,50,12.95,light rain
711,Beira,MZ,-19.8436,34.8389,75.29,88,20,10.87,few clouds
712,Maragogi,BR,-9.0122,-35.2225,78.91,71,3,8.88,clear sky
713,Korla,CN,41.7597,86.1469,74.26,22,92,8.63,overcast clouds
714,Miraflores,MX,19.2167,-98.8083,73.98,43,68,3.38,broken clouds
715,Bontang,ID,0.1333,117.5,74.89,87,100,4.12,overcast clouds
